loinc_num,long_common_name,classtype,found_in_lab,found_in_obs_clin,found_in_obs_gen
18892-0,Cefsulodin [Susceptibility],1,1,,
18893-8,cefTAZidime [Susceptibility],1,1,,
18894-6,Ceftizoxime [Susceptibility],1,1,,
1889-5,Arachidonate (C20:4w6) [Mass/,1,1,,
18895-3,cefTRIAXone [Susceptibility],1,1,,
18896-1,Cefuroxime Parenteral [Suscep,1,1,,
18897-9,Cephalexin [Susceptibility],1,1,,
18898-7,Cephaloglycin [Susceptibility,1,1,,
18899-5,Cephaloridine [Susceptibility,1,1,,
18900-1,Cephalothin [Susceptibility],1,1,,
18901-9,Cephapirin [Susceptibility],1,1,,
18902-7,Cephradine [Susceptibility],1,1,,
1890-3,Arginase [Enzymatic activity/,1,1,,
18903-5,Chloramphenicol [Susceptibili,1,1,,
18904-3,Chlortetracycline [Susceptibi,1,1,,
18905-0,Cinoxacin [Susceptibility],1,1,,
18906-8,Ciprofloxacin [Susceptibility,1,1,,
18907-6,Clarithromycin [Susceptibilit,1,1,,
18908-4,Clindamycin [Susceptibility],1,1,,
18909-2,Clotrimazole [Susceptibility],1,1,,
189-1,Clarithromycin [Susceptibilit,1,1,,
18910-0,Cloxacillin [Susceptibility],1,1,,
1891-1,Arginine [Mass/volume] in Cer,1,1,,
18911-8,Colistimethate,1,1,,
18912-6,Colistin [Susceptibility],1,1,,
18913-4,Cyclacillin [Susceptibility],1,1,,
18914-2,cycloSERINE [Susceptibility],1,1,,
18915-9,Demeclocycline [Susceptibilit,1,1,,
18916-7,Dicloxacillin [Susceptibility,1,1,,
18917-5,Doxycycline [Susceptibility],1,1,,
18918-3,Enoxacin [Susceptibility],1,1,,
18919-1,Erythromycin [Susceptibility],1,1,,
18920-9,Erythromycin+Sulfisoxazole [S,1,1,,
18921-7,Ethambutol [Susceptibility],1,1,,
18922-5,Ethionamide [Susceptibility],1,1,,
18923-3,Floxacillin [Susceptibility],1,1,,
18924-1,Fluconazole [Susceptibility],1,1,,
18925-8,Deprecated 5-Fluorocytosine [,1,1,,
18926-6,Framycetin [Susceptibility],1,1,,
18927-4,Fusidate [Susceptibility],1,1,,
18928-2,Gentamicin [Susceptibility],1,1,,
1892-9,Arginine [Presence] in Serum,1,1,,
18929-0,Gentamicin.high potency [Susc,1,1,,
18930-8,Gramicidin D [Susceptibility],1,1,,
18931-6,Hetacillin [Susceptibility],1,1,,
18932-4,Imipenem [Susceptibility],1,1,,
18933-2,Deprecated Imipenem+Cilastati,1,1,,
18934-0,Isoniazid [Susceptibility],1,1,,
18935-7,Kanamycin [Susceptibility],1,1,,
18936-5,Kanamycin.high potency [Susce,1,1,,
1893-7,Arginine [Mass/volume] in Ser,1,1,,
18937-3,Ketoconazole [Susceptibility],1,1,,
18938-1,Lincomycin [Susceptibility],1,1,,
18939-9,Lomefloxacin [Susceptibility],1,1,,
18940-7,Loracarbef [Susceptibility],1,1,,
18941-5,Lymecycline [Susceptibility],1,1,,
18942-3,Meclocycline [Susceptibility],1,1,,
18943-1,Meropenem [Susceptibility],1,1,,
18944-9,Methacycline [Susceptibility],1,1,,
1894-5,Arginine [Mass/volume] in Uri,1,1,,
18945-6,Methicillin [Susceptibility],1,1,,
18946-4,metroNIDAZOLE [Susceptibility,1,1,,
18947-2,Mezlocillin [Susceptibility],1,1,,
18948-0,Minocycline [Susceptibility],1,1,,
18949-8,Miocamycin [Susceptibility],1,1,,
18950-6,Moxalactam [Susceptibility],1,1,,
18951-4,Nafcillin [Susceptibility],1,1,,
1895-2,Arginine [Mass/time] in 24 ho,1,1,,
18952-2,Nalidixate [Susceptibility],1,1,,
18953-0,Neomycin [Susceptibility],1,1,,
18954-8,Netilmicin [Susceptibility],1,1,,
18955-5,Nitrofurantoin [Susceptibilit,1,1,,
18956-3,Norfloxacin [Susceptibility],1,1,,
18957-1,Novobiocin [Susceptibility],1,1,,
18958-9,Nystatin [Susceptibility],1,1,,
18959-7,Ofloxacin [Susceptibility],1,1,,
1896-0,Argininosuccinate [Mass/volum,1,1,,
18960-5,Oleandomycin [Susceptibility],1,1,,
18961-3,Oxacillin [Susceptibility],1,1,,
18962-1,Oxytetracycline [Susceptibili,1,1,,
18963-9,Pefloxacin [Susceptibility],1,1,,
18964-7,Penicillin [Susceptibility],1,1,,
18965-4,Penicillin G [Susceptibility],1,1,,
18966-2,Penicillin V [Susceptibility],1,1,,
18967-0,Phenethicillin [Susceptibilit,1,1,,
18968-8,Pipemidate [Susceptibility],1,1,,
18969-6,Piperacillin [Susceptibility],1,1,,
18970-4,Piperacillin+Tazobactam [Susc,1,1,,
18971-2,Pivampicillin [Susceptibility,1,1,,
18972-0,Polymyxin B [Susceptibility],1,1,,
18973-8,Pyrazinamide [Susceptibility],1,1,,
18974-6,rifAMPin [Susceptibility],1,1,,
18975-3,Ristocetin [Susceptibility],1,1,,
18976-1,Rolitetracycline [Susceptibil,1,1,,
18977-9,Rosoxacin [Susceptibility],1,1,,
1897-8,Argininosuccinate [Mass/volum,1,1,,
18978-7,Roxithromycin [Susceptibility,1,1,,
18979-5,Sisomicin [Susceptibility],1,1,,
18980-3,Spectinomycin [Susceptibility,1,1,,
18981-1,Spiramycin [Susceptibility],1,1,,
18982-9,Streptomycin [Susceptibility],1,1,,
18983-7,Streptomycin.high potency [Su,1,1,,
18984-5,sulfADIAZINE [Susceptibility],1,1,,
18985-2,Sulfamethoxazole [Susceptibil,1,1,,
1898-6,Argininosuccinate lyase [Enzy,1,1,,
18986-0,Sulfisoxazole [Susceptibility,1,1,,
18987-8,Sulfonamide [Susceptibility],1,1,,
18988-6,Talampicillin [Susceptibility,1,1,,
18989-4,Teicoplanin [Susceptibility],1,1,,
18990-2,Temafloxacin [Susceptibility],1,1,,
18991-0,Temocillin [Susceptibility],1,1,,
18992-8,Terbinafine [Susceptibility],1,1,,
18993-6,Tetracycline [Susceptibility],1,1,,
1899-4,Argininosuccinate synthase [E,1,1,,
18994-4,Ticarcillin [Susceptibility],1,1,,
18995-1,Ticarcillin+Clavulanate [Susc,1,1,,
18996-9,Tobramycin [Susceptibility],1,1,,
18997-7,Trimethoprim [Susceptibility],1,1,,
18998-5,Trimethoprim+Sulfamethoxazole,1,1,,
18999-3,Troleandomycin [Susceptibilit,1,1,,
19-0,Amoxicillin+Clavulanate [Susc,1,1,,
1900-0,Arylamidase [Enzymatic activi,1,1,,
19000-9,Vancomycin [Susceptibility],1,1,,
19001-7,Viomycin [Susceptibility],1,1,,
19002-5,Physical therapy service atta,2,,1,1
19003-3,Respiratory therapy service a,2,,1,1
19004-1,Deprecated Skilled nursing se,3,,,1
19005-8,Radiology Imaging study [Impr,3,,,1
19006-6,Cardiac echo imaging device I,2,,1,1
19007-4,Psychiatric rehabilitation tr,3,,,1
19008-2,Transducer site Narrative,3,,,1
19009-0,Medication current (narrative,3,,,1
19010-8,Medication discharge (narrati,3,,,1
19011-6,Medication administered (narr,3,,,1
19012-4,"Discharge medication, Substit",3,,,1
19013-2,Medications current report re,3,,,1
19014-0,Medications discharge report,3,,,1
19015-7,Medications administered repo,3,,,1
19016-5,"Deprecated X12 277, all reque",3,,,1
1901-8,Arylsulfatase [Enzymatic acti,1,1,,
19021-5,Palpitation Cervix Study obse,2,,1,1
19022-3,Neisseria meningitidis serogr,1,1,,
19023-1,Granulocytes/100 leukocytes i,1,1,,
1902-6,Ascorbate [Mass/volume] in Bl,1,1,,
1903-4,Ascorbate [Mass/volume] in Se,1,1,,
1904-2,Ascorbate [Presence] in Urine,1,1,,
19044-7,Fish Feed IgE Ab RAST class [,1,1,,
19045-4,Salmon IgG Ab RAST class [Pre,1,1,,
19046-2,Deprecated Bovine serum album,1,1,,
19047-0,Tuna IgG Ab RAST class [Prese,1,1,,
19048-8,Nucleated erythrocytes/100 le,1,1,,
19049-6,Metanephrine [Mass/time] in 2,1,1,,
19050-4,Metanephrines [Mass/volume] i,1,1,,
19051-2,Saquinavir [Mass/volume] in S,1,1,,
19052-0,Borrelia burgdorferi DNA [Pre,1,1,,
19053-8,Brucella sp Ab [Titer] in Ser,1,1,,
19054-6,Mycoplasma pneumoniae [Presen,1,1,,
19055-3,Carboxy tetrahydrocannabinol/,1,1,,
19056-1,Mercury [Presence] in Urine,1,1,,
19057-9,ABO and Rh group [Type] in Bl,1,1,,
19058-7,Allergens identified in Serum,1,1,,
1905-9,Ascorbate [Mass/time] in 24 h,1,1,,
19059-5,Amphetamines cutoff [Mass/vol,1,1,,
19060-3,Deprecated Blood group antibo,1,1,,
19064-5,Benzodiazepines cutoff [Mass/,1,1,,
19065-2,Benzoylecgonine cutoff [Mass/,1,1,,
19066-0,Blood bank comment,1,1,,
1906-7,Asparagine [Mass/volume] in C,1,1,,
19071-0,Blood removed from patient [V,1,1,,
19072-8,Calcium.ionized [Moles/volume,1,1,,
19073-6,Cannabinoids cutoff [Mass/vol,1,1,,
19074-4,Carnitine esters [Moles/volum,1,1,,
1907-5,Asparagine [Presence] in Seru,1,1,,
19075-1,Cells Counted Total [#] in Ce,1,1,,
19076-9,Cells Counted Total [#] in Un,1,1,,
19077-7,Cells identified in Body flui,1,1,,
19078-5,CD23 cells/100 cells in Unspe,1,1,,
19079-3,CD43 cells/100 cells in Unspe,1,1,,
19080-1,Choriogonadotropin [Units/vol,1,1,,
1908-3,Asparagine [Mass/volume] in S,1,1,,
19085-0,Deprecated Collection duratio,1,1,,
19086-8,Collection of urine specimen,1,1,,
19087-6,Collection of urine specimen,1,1,,
19088-4,Collection of urine specimen,1,1,,
19089-2,Collection of urine specimen,1,1,,
190-9,Clarithromycin [Susceptibilit,1,1,,
19090-0,Colony count [#/volume] in Ur,1,1,,
1909-1,Asparagine [Mass/volume] in U,1,1,,
19091-8,Colony count [#] in Urine by,1,1,,
19092-6,Cotinine cutoff [Mass/volume],1,1,,
19096-7,Electrolytes - single valence,1,1,,
19098-3,Erythrocytes [Presence] in Am,1,1,,
19099-1,Events counted [#] in Unspeci,1,1,,
19101-5,Fungus colony count [#/volume,1,1,,
19102-3,Genetic screen in Unspecified,1,1,,
19104-9,Glucose [Interpretation] in S,1,1,,
19105-6,Glucose [Interpretation] in S,1,1,,
19106-4,Herpes simplex virus IgG Ab [,1,1,,
19107-2,Histoplasma capsulatum Ag [Un,1,1,,
19108-0,Histoplasma capsulatum Ag [Pr,1,1,,
1910-9,Asparagine [Mass/time] in 24,1,1,,
19109-8,Histoplasma capsulatum Ag [Pr,1,1,,
19110-6,HIV 1 gp41+gp43 Ab [Presence],1,1,,
19111-4,Mother's hospital number,2,,1,1
19113-0,IgE [Units/volume] in Serum o,1,1,,
19114-8,Lamellar bodies [#/volume] in,1,1,,
1911-7,Aspartate [Mass/volume] in Ce,1,1,,
19122-1,CD42 cells/100 cells in Blood,1,1,,
19123-9,Magnesium [Mass/volume] in Se,1,1,,
19124-7,Magnesium [Mass/volume] in Ur,1,1,,
1912-5,Aspartate [Presence] in Serum,1,1,,
19125-4,Meconium [Presence] in Amniot,1,1,,
19126-2,Bacteria identified in Bone m,1,1,,
19127-0,Bacteria identified in Sputum,1,1,,
19128-8,Bacteria identified in Cathet,1,1,,
19129-6,Deprecated Microscopic observ,1,1,,
19132-0,Mother's name,2,,1,1
1913-3,Aspartate [Mass/volume] in Se,1,1,,
19133-8,Neisseria meningitidis serogr,1,1,,
19134-6,Neisseria meningitidis serogr,1,1,,
19137-9,Neuronal nuclear Ab [Units/vo,1,1,,
19138-7,Opiates cutoff [Mass/volume],1,1,,
19139-5,Pathologist name,2,,1,1
19140-3,Phospholipid Ab [Presence] in,1,1,,
1914-1,Aspartate [Mass/volume] in Ur,1,1,,
19141-1,Propoxyphene [Presence] in Ur,1,1,,
19144-5,Reason for drug test [Interpr,1,1,,
19145-2,Reference lab test name,1,1,,
19146-0,Reference lab test results,1,1,,
19147-8,Reference lab test reference,1,1,,
19148-6,RhoGam candidate (yes/no),1,1,,
19149-4,Rifabutin [Susceptibility],1,1,,
19150-2,Specimen creatinine acceptabl,1,1,,
19151-0,Specimen drawn [Date and time,1,1,,
19152-8,Specimen specific gravity acc,1,1,,
19153-6,Volume in Urine collected for,1,1,,
19156-9,Susceptibility method [Identi,1,1,,
19157-7,Tube number of Cerebral spina,1,1,,
1915-8,Aspartate [Mass/time] in 24 h,1,1,,
19158-5,Urea nitrogen comment - 24 ho,1,1,,
19159-3,Urinalysis specimen collectio,1,1,,
19161-9,Urobilinogen [Units/volume] i,1,1,,
19162-7,Varicella zoster virus IgG Ab,1,1,,
19163-5,Cancer Ag 19-9 [Units/volume],1,1,,
19164-3,Cancer Ag 72-4 [Units/volume],1,1,,
19165-0,Cancer Ag 125 [Units/volume],1,1,,
1916-6,Aspartate aminotransferase/Al,1,1,,
19166-8,Carcinoembryonic Ag [Units/vo,1,1,,
19167-6,Carcinoembryonic Ag [Moles/vo,1,1,,
19168-4,Carcinoembryonic Ag [Units/vo,1,1,,
19169-2,Carcinoembryonic Ag [Mass/vol,1,1,,
191-7,Clarithromycin [Susceptibilit,1,1,,
19170-0,Carcinoembryonic Ag [Moles/vo,1,1,,
19171-8,Alpha-1-Fetoprotein [Units/vo,1,1,,
19172-6,Alpha-1-Fetoprotein [Units/vo,1,1,,
19173-4,Alpha-1-Fetoprotein [Moles/vo,1,1,,
1917-4,Aspartate aminotransferase [E,1,1,,
19174-2,Choriogonadotropin.beta subun,1,1,,
19175-9,Choriogonadotropin.beta subun,1,1,,
19176-7,Alpha-1-Fetoprotein [Units/vo,1,1,,
19177-5,Alpha-1-Fetoprotein [Moles/vo,1,1,,
19178-3,Choriogonadotropin.beta subun,1,1,,
19179-1,Choriogonadotropin.beta subun,1,1,,
19180-9,Choriogonadotropin.beta subun,1,1,,
1918-2,Aspartate aminotransferase [E,1,1,,
19182-5,Cytokeratin 19 [Units/volume],1,1,,
19183-3,Cytokeratin 19 [Units/volume],1,1,,
19184-1,Tissue polypeptide specific A,1,1,,
19185-8,Tissue polypeptide specific A,1,1,,
19186-6,Cancer Ag 15-3 [Units/volume],1,1,,
19187-4,Cancer Ag 27-29 [Units/volume,1,1,,
19188-2,Mucin-like carcinoma associat,1,1,,
19189-0,Cancer Ag 549 [Units/volume],1,1,,
1919-0,Aspartate aminotransferase [E,1,1,,
19190-8,Cancer Ag 549 [Units/volume],1,1,,
19193-2,Enolase.neuron specific [Unit,1,1,,
19194-0,Enolase.neuron specific [Unit,1,1,,
19195-7,Prostate specific Ag [Units/v,1,1,,
19197-3,Prostate specific Ag [Moles/v,1,1,,
19198-1,Prostate specific Ag [Units/v,1,1,,
19199-9,Prostate specific Ag [Mass/vo,1,1,,
19200-5,Prostate specific Ag [Moles/v,1,1,,
19201-3,Prostate Specific Ag Free [Un,1,1,,
19203-9,Prostate Specific Ag Free [Mo,1,1,,
19204-7,Prostate Specific Ag Free [Un,1,1,,
19205-4,Prostate Specific Ag Free [Ma,1,1,,
19206-2,Prostate Specific Ag Free [Mo,1,1,,
19207-0,Squamous cell carcinoma Ag [U,1,1,,
1920-8,Aspartate aminotransferase [E,1,1,,
19208-8,Squamous cell carcinoma Ag [M,1,1,,
19209-6,Squamous cell carcinoma Ag [U,1,1,,
19210-4,Squamous cell carcinoma Ag [M,1,1,,
19211-2,Oxygen [Partial pressure] in,1,1,,
19212-0,Carbon dioxide [Partial press,1,1,,
19213-8,pH of Mixed venous blood,1,1,,
19214-6,Oxygen [Partial pressure] sat,1,1,,
19215-3,Oxygen [Partial pressure] sat,1,1,,
1921-6,Atrial natriuretic factor [Ma,1,1,,
19216-1,Oxygen [Partial pressure] sat,1,1,,
19217-9,Oxygen [Partial pressure] sat,1,1,,
19218-7,Oxygen content in Arterial bl,1,1,,
19219-5,Oxygen content in Capillary b,1,1,,
19220-3,Oxygen content in Venous bloo,1,1,,
19221-1,Oxygen content in Mixed venou,1,1,,
19223-7,"Carbon dioxide, total [Moles/",1,1,,
1922-4,Base deficit in Arterial bloo,1,1,,
19224-5,Oxygen saturation in Mixed ve,2,,1,1
19225-2,Deoxyhemoglobin/Hemoglobin.to,1,1,,
19226-0,Deoxyhemoglobin/Hemoglobin.to,1,1,,
19227-8,Deoxyhemoglobin/Hemoglobin.to,1,1,,
19228-6,Deoxyhemoglobin/Hemoglobin.to,1,1,,
19229-4,Bicarbonate [Moles/volume] in,1,1,,
19230-2,Bicarbonate [Moles/volume] st,1,1,,
19231-0,Bicarbonate [Moles/volume] st,1,1,,
1923-2,Base deficit in Capillary blo,1,1,,
19232-8,Bicarbonate [Moles/volume] st,1,1,,
19233-6,Bicarbonate [Moles/volume] st,1,1,,
19234-4,Base excess in Mixed venous b,1,1,,
19235-1,Base excess standard in Arter,1,1,,
19236-9,Base excess standard in Capil,1,1,,
19237-7,Base excess standard in Venou,1,1,,
19238-5,Base excess standard in Mixed,1,1,,
19239-3,Lactate [Moles/volume] in Cap,1,1,,
1924-0,Base deficit in Venous blood,1,1,,
19240-1,Lactate [Moles/volume] in Mix,1,1,,
19242-7,Corticotropin [Mass/volume] i,1,1,,
19243-5,Brucella abortus Ab [Units/vo,1,1,,
19244-3,Character of Urine,1,1,,
19245-0,clonazePAM [Presence] in Urin,1,1,,
19247-6,Doxepin+Metabolites [Mass/vol,1,1,,
19248-4,Lactate dehydrogenase 2 [Enzy,1,1,,
19249-2,Lactose [Mass/volume] in Seru,1,1,,
192-5,Clindamycin [Susceptibility],1,1,,
19250-0,Lipoprotein.alpha [Mass/volum,1,1,,
19251-8,Prolactin [Mass/volume] in Se,1,1,,
19252-6,Megakaryocytes/100 leukocytes,1,1,,
19253-4,Trichinella spiralis Ab [Pres,1,1,,
19254-2,Oxygen [Partial pressure] adj,1,1,,
19255-9,Oxygen [Partial pressure] adj,1,1,,
19256-7,Oxygen [Partial pressure] adj,1,1,,
1925-7,Base excess in Arterial blood,1,1,,
19257-5,Oxygen [Partial pressure] adj,1,1,,
19258-3,Oxygen [Partial pressure] adj,1,1,,
19259-1,Neisseria meningitidis serogr,1,1,,
19260-9,Neisseria meningitidis serogr,1,1,,
19261-7,Amphetamines [Presence] in Ur,1,1,,
19262-5,Amphetamines tested for in Ur,1,1,,
19263-3,Amphetamines tested for in Ur,1,1,,
1926-5,Base excess in Capillary bloo,1,1,,
19265-8,Amphetamines [Identifier] in,1,1,,
19266-6,Amphetamines cutoff [Mass/vol,1,1,,
19267-4,Amphetamines cutoff [Mass/vol,1,1,,
19268-2,Amphetamines screen method [I,1,1,,
19269-0,Amphetamines confirm method [,1,1,,
19270-8,Barbiturates [Presence] in Ur,1,1,,
19271-6,Barbiturates tested for in Ur,1,1,,
19272-4,Barbiturates tested for in Ur,1,1,,
1927-3,Base excess in Venous blood b,1,1,,
19274-0,Barbiturates positive [Identi,1,1,,
19275-7,Barbiturates cutoff [Mass/vol,1,1,,
19276-5,Barbiturates cutoff [Mass/vol,1,1,,
19277-3,Barbiturates screen method [I,1,1,,
19278-1,Barbiturates confirm method [,1,1,,
19279-9,Benzodiazepines tested for in,1,1,,
19280-7,Benzodiazepines tested for in,1,1,,
1928-1,Immunoglobulin light chains [,1,1,,
19282-3,Benzodiazepines positive [Ide,1,1,,
19283-1,Benzodiazepines cutoff [Mass/,1,1,,
19284-9,Benzodiazepines cutoff [Mass/,1,1,,
19285-6,Benzodiazepines screen method,1,1,,
19286-4,Benzodiazepines confirm metho,1,1,,
19287-2,Cannabinoids tested for in Ur,1,1,,
19288-0,Cannabinoids tested for in Ur,1,1,,
19289-8,Cannabinoids [Presence] in Ur,1,1,,
19290-6,Cannabinoids positive [Identi,1,1,,
19291-4,Cannabinoids cutoff [Mass/vol,1,1,,
19292-2,Cannabinoids cutoff [Mass/vol,1,1,,
19293-0,Cannabinoids screen method [I,1,1,,
19294-8,Cannabinoids confirm method [,1,1,,
19295-5,Opiates [Presence] in Urine b,1,1,,
19296-3,Opiates tested for in Urine b,1,1,,
19297-1,Opiates tested for in Urine b,1,1,,
19298-9,Opiates positive [Identifier],1,1,,
1929-9,Immunoglobulin light chains [,1,1,,
19299-7,Opiates cutoff [Mass/volume],1,1,,
19300-3,Opiates cutoff [Mass/volume],1,1,,
19301-1,Opiates screen method [Identi,1,1,,
19302-9,Opiates confirm method [Ident,1,1,,
19303-7,Thiazides [Presence] in Urine,1,1,,
19304-5,Thiazides tested for in Urine,1,1,,
19305-2,Thiazides tested for in Urine,1,1,,
19306-0,Thiazides [Presence] in Urine,1,1,,
1930-7,Benzoate [Mass/volume] in Ser,1,1,,
19307-8,Thiazides positive [Identifie,1,1,,
19308-6,Thiazides cutoff [Mass/volume,1,1,,
19309-4,Thiazides cutoff [Mass/volume,1,1,,
19310-2,Thiazides screen method [Iden,1,1,,
19311-0,Thiazides confirm method [Ide,1,1,,
19312-8,Tricyclic antidepressants [Pr,1,1,,
19313-6,Tricyclic antidepressants tes,1,1,,
19314-4,Tricyclic antidepressants tes,1,1,,
1931-5,Beta alanine [Presence] in Se,1,1,,
19315-1,Tricyclic antidepressants [Pr,1,1,,
19316-9,Tricyclic antidepressants pos,1,1,,
19317-7,Tricyclic antidepressants cut,1,1,,
19318-5,Tricyclic antidepressants cut,1,1,,
19319-3,Tricyclic antidepressants scr,1,1,,
19320-1,Tricyclic antidepressants con,1,1,,
19321-9,6-Monoacetylmorphine (6-MAM),1,1,,
19322-7,6-Monoacetylmorphine (6-MAM),1,1,,
1932-3,Beta alanine [Mass/volume] in,1,1,,
19323-5,6-Monoacetylmorphine (6-MAM),1,1,,
19324-3,6-Monoacetylmorphine (6-MAM),1,1,,
19325-0,Alpha hydroxyalprazolam [Pres,1,1,,
19326-8,Alpha hydroxyalprazolam [Pres,1,1,,
19328-4,Alpha hydroxyalprazolam [Mass,1,1,,
19329-2,Alpha hydroxyalprazolam cutof,1,1,,
193-3,Clindamycin [Susceptibility],1,1,,
19330-0,Alpha hydroxyalprazolam cutof,1,1,,
1933-1,Beta alanine [Mass/volume] in,1,1,,
19331-8,Amitriptyline [Presence] in U,1,1,,
19333-4,Amitriptyline cutoff [Mass/vo,1,1,,
19334-2,Amitriptyline cutoff [Mass/vo,1,1,,
19335-9,Amitriptyline+Nortriptyline [,1,1,,
19336-7,Amitriptyline+Nortriptyline [,1,1,,
19337-5,Amitriptyline+Nortriptyline c,1,1,,
19338-3,Amitriptyline+Nortriptyline c,1,1,,
19339-1,Amobarbital [Presence] in Uri,1,1,,
19341-7,Amobarbital cutoff [Mass/volu,1,1,,
19342-5,Amobarbital cutoff [Mass/volu,1,1,,
19343-3,Amphetamine [Presence] in Uri,1,1,,
19344-1,Amphetamine [Presence] in Uri,1,1,,
19346-6,Amphetamine [Mass/volume] in,1,1,,
19347-4,Amphetamine cutoff [Mass/volu,1,1,,
19348-2,Amphetamine cutoff [Mass/volu,1,1,,
1934-9,Beta aminoisobutyrate [Presen,1,1,,
19349-0,Aprobarbital [Presence] in Ur,1,1,,
19350-8,Aprobarbital [Presence] in Ur,1,1,,
19351-6,Aprobarbital cutoff [Mass/vol,1,1,,
19352-4,Aprobarbital cutoff [Mass/vol,1,1,,
19353-2,Barbital [Presence] in Urine,1,1,,
19354-0,Barbital [Presence] in Urine,1,1,,
19355-7,Barbital cutoff [Mass/volume],1,1,,
1935-6,Beta aminoisobutyrate [Mass/v,1,1,,
19356-5,Barbital cutoff [Mass/volume],1,1,,
19357-3,Benzoylecgonine cutoff [Mass/,1,1,,
19358-1,Benzoylecgonine cutoff [Mass/,1,1,,
19359-9,Cocaine [Presence] in Urine b,1,1,,
19360-7,Cocaine [Presence] in Urine b,1,1,,
19361-5,Deprecated Benzoylmethylecgon,1,1,,
19362-3,Cocaine cutoff [Mass/volume],1,1,,
19363-1,Cocaine cutoff [Mass/volume],1,1,,
1936-4,Beta aminoisobutyrate [Mass/v,1,1,,
19364-9,Bromazepam [Presence] in Urin,1,1,,
19365-6,Bromazepam [Presence] in Urin,1,1,,
19366-4,Bromazepam cutoff [Mass/volum,1,1,,
19367-2,Bromazepam cutoff [Mass/volum,1,1,,
19368-0,Butabarbital [Presence] in Ur,1,1,,
19370-6,Butabarbital [Mass/volume] in,1,1,,
19371-4,Butabarbital cutoff [Mass/vol,1,1,,
1937-2,Beta endorphin [Mass/volume],1,1,,
19372-2,Butabarbital cutoff [Mass/vol,1,1,,
19373-0,Butalbital [Presence] in Urin,1,1,,
19375-5,Butalbital cutoff [Mass/volum,1,1,,
19376-3,Butalbital cutoff [Mass/volum,1,1,,
19377-1,Butorphanol [Presence] in Uri,1,1,,
19378-9,Butorphanol [Presence] in Uri,1,1,,
19379-7,Butorphanol cutoff [Mass/volu,1,1,,
1938-0,Beta fructofuranosidase [Enzy,1,1,,
19380-5,Butorphanol cutoff [Mass/volu,1,1,,
19381-3,Carboxy tetrahydrocannabinol,1,1,,
19382-1,Carboxy tetrahydrocannabinol,1,1,,
19383-9,Carboxy tetrahydrocannabinol,1,1,,
19384-7,Carboxy tetrahydrocannabinol,1,1,,
19385-4,chlordiazePOXIDE [Presence] i,1,1,,
19386-2,chlordiazePOXIDE [Presence] i,1,1,,
19387-0,chlordiazePOXIDE cutoff [Mass,1,1,,
19388-8,chlordiazePOXIDE cutoff [Mass,1,1,,
19389-6,Chlorpheniramine [Presence] i,1,1,,
19391-2,Chlorpheniramine [Mass/volume,1,1,,
19392-0,Chlorpheniramine [Mass/volume,1,1,,
19393-8,Chlorpheniramine cutoff [Mass,1,1,,
19394-6,Chlorpheniramine cutoff [Mass,1,1,,
19395-3,chlorproMAZINE [Presence] in,1,1,,
19396-1,chlorproMAZINE [Presence] in,1,1,,
19397-9,chlorproMAZINE cutoff [Mass/v,1,1,,
1939-8,Beta fructofuranosidase [Enzy,1,1,,
19398-7,chlorproMAZINE cutoff [Mass/v,1,1,,
19399-5,clonazePAM [Presence] in Urin,1,1,,
19402-7,clonazePAM [Mass/volume] in U,1,1,,
19403-5,clonazePAM cutoff [Mass/volum,1,1,,
19404-3,clonazePAM cutoff [Mass/volum,1,1,,
19405-0,Cocaethylene [Presence] in Ur,1,1,,
1940-6,Beta galactosidase [Enzymatic,1,1,,
19406-8,Cocaethylene [Presence] in Ur,1,1,,
19408-4,Cocaethylene [Mass/volume] in,1,1,,
19409-2,Cocaethylene cutoff [Mass/vol,1,1,,
194-1,Clindamycin [Susceptibility],1,1,,
19410-0,Cocaethylene cutoff [Mass/vol,1,1,,
19411-8,Codeine [Presence] in Urine b,1,1,,
19413-4,Codeine cutoff [Mass/volume],1,1,,
